"","taxa","site","habitat","transect_id","year","period","n_recruits","recruits_std","bleaching_status"
"440","Poc","LTER1","Forereef","LTER1_OR_T01",2020,1,0,0,"Post"
"441","Poc","LTER1","Forereef","LTER1_OR_T01",2021,1,2,10,"Post"
"442","Poc","LTER1","Forereef","LTER1_OR_T01",2022,1,2,10,"Post"
"443","Poc","LTER1","Forereef","LTER1_OR_T01",2023,1,4,20,"Post"
"444","Poc","LTER1","Forereef","LTER1_OR_T01",2024,1,1,5,"Post"
"445","Poc","LTER1","Forereef","LTER1_OR_T02",2013,0,23,115,"Pre"
"446","Poc","LTER1","Forereef","LTER1_OR_T02",2014,0,4,20,"Pre"
"447","Poc","LTER1","Forereef","LTER1_OR_T02",2015,0,6,30,"Pre"
"448","Poc","LTER1","Forereef","LTER1_OR_T02",2016,0,3,15,"Pre"
"449","Poc","LTER1","Forereef","LTER1_OR_T02",2017,0,NA,NA,"Pre"
"450","Poc","LTER1","Forereef","LTER1_OR_T02",2018,0,6,30,"Pre"
"451","Poc","LTER1","Forereef","LTER1_OR_T02",2019,1,0,0,"Post"
"452","Poc","LTER1","Forereef","LTER1_OR_T02",2020,1,0,0,"Post"
"453","Poc","LTER1","Forereef","LTER1_OR_T02",2021,1,1,5,"Post"
"454","Poc","LTER1","Forereef","LTER1_OR_T02",2022,1,0,0,"Post"
"455","Poc","LTER1","Forereef","LTER1_OR_T02",2023,1,2,10,"Post"
"456","Poc","LTER1","Forereef","LTER1_OR_T02",2024,1,0,0,"Post"
"457","Poc","LTER1","Forereef","LTER1_OR_T03",2013,0,26,130,"Pre"
"458","Poc","LTER1","Forereef","LTER1_OR_T03",2014,0,6,30,"Pre"
"459","Poc","LTER1","Forereef","LTER1_OR_T03",2015,0,2,10,"Pre"
"460","Poc","LTER1","Forereef","LTER1_OR_T03",2016,0,3,15,"Pre"
"461","Poc","LTER1","Forereef","LTER1_OR_T03",2017,0,NA,NA,"Pre"
"462","Poc","LTER1","Forereef","LTER1_OR_T03",2018,0,1,5,"Pre"
"463","Poc","LTER1","Forereef","LTER1_OR_T03",2019,1,2,10,"Post"
"464","Poc","LTER1","Forereef","LTER1_OR_T03",2020,1,0,0,"Post"
"465","Poc","LTER1","Forereef","LTER1_OR_T03",2021,1,0,0,"Post"
"466","Poc","LTER1","Forereef","LTER1_OR_T03",2022,1,0,0,"Post"
"467","Poc","LTER1","Forereef","LTER1_OR_T03",2023,1,0,0,"Post"
"468","Poc","LTER1","Forereef","LTER1_OR_T03",2024,1,0,0,"Post"
"469","Poc","LTER1","Forereef","LTER1_OR_T04",2013,0,58,290,"Pre"
"470","Poc","LTER1","Forereef","LTER1_OR_T04",2014,0,10,50,"Pre"
"471","Poc","LTER1","Forereef","LTER1_OR_T04",2015,0,1,5,"Pre"
"472","Poc","LTER1","Forereef","LTER1_OR_T04",2016,0,1,5,"Pre"
"473","Poc","LTER1","Forereef","LTER1_OR_T04",2017,0,NA,NA,"Pre"
"474","Poc","LTER1","Forereef","LTER1_OR_T04",2018,0,3,15,"Pre"
"475","Poc","LTER1","Forereef","LTER1_OR_T04",2019,1,0,0,"Post"
"476","Poc","LTER1","Forereef","LTER1_OR_T04",2020,1,0,0,"Post"
"477","Poc","LTER1","Forereef","LTER1_OR_T04",2021,1,0,0,"Post"
"478","Poc","LTER1","Forereef","LTER1_OR_T04",2022,1,0,0,"Post"
"479","Poc","LTER1","Forereef","LTER1_OR_T04",2023,1,2,10,"Post"
"480","Poc","LTER1","Forereef","LTER1_OR_T04",2024,1,0,0,"Post"
"481","Poc","LTER2","Lagoon","LTER2_BR_T01",2013,0,2,2,"Pre"
"482","Poc","LTER2","Lagoon","LTER2_BR_T01",2014,0,1,1,"Pre"
"483","Poc","LTER2","Lagoon","LTER2_BR_T01",2015,0,2,2,"Pre"
"484","Poc","LTER2","Lagoon","LTER2_BR_T01",2016,0,0,0,"Pre"
"485","Poc","LTER2","Lagoon","LTER2_BR_T01",2017,0,NA,NA,"Pre"
"486","Poc","LTER2","Lagoon","LTER2_BR_T01",2018,0,9,9,"Pre"
"487","Poc","LTER2","Lagoon","LTER2_BR_T01",2019,1,1,1,"Post"
"488","Poc","LTER2","Lagoon","LTER2_BR_T01",2020,1,0,0,"Post"
"489","Poc","LTER2","Lagoon","LTER2_BR_T01",2021,1,0,0,"Post"
"490","Poc","LTER2","Lagoon","LTER2_BR_T01",2022,1,5,5,"Post"
"491","Poc","LTER2","Lagoon","LTER2_BR_T01",2023,1,2,2,"Post"
"492","Poc","LTER2","Lagoon","LTER2_BR_T01",2024,1,2,2,"Post"
"493","Poc","LTER2","Lagoon","LTER2_BR_T02",2013,0,1,1,"Pre"
"494","Poc","LTER2","Lagoon","LTER2_BR_T02",2014,0,3,3,"Pre"
"495","Poc","LTER2","Lagoon","LTER2_BR_T02",2015,0,1,1,"Pre"
"496","Poc","LTER2","Lagoon","LTER2_BR_T02",2016,0,1,1,"Pre"
"497","Poc","LTER2","Lagoon","LTER2_BR_T02",2017,0,NA,NA,"Pre"
"498","Poc","LTER2","Lagoon","LTER2_BR_T02",2018,0,4,4,"Pre"
"499","Poc","LTER2","Lagoon","LTER2_BR_T02",2019,1,1,1,"Post"
"500","Poc","LTER2","Lagoon","LTER2_BR_T02",2020,1,2,2,"Post"
"501","Poc","LTER2","Lagoon","LTER2_BR_T02",2021,1,0,0,"Post"
"502","Poc","LTER2","Lagoon","LTER2_BR_T02",2022,1,2,2,"Post"
"503","Poc","LTER2","Lagoon","LTER2_BR_T02",2023,1,0,0,"Post"
"504","Poc","LTER2","Lagoon","LTER2_BR_T02",2024,1,1,1,"Post"
"505","Poc","LTER2","Lagoon","LTER2_BR_T03",2013,0,2,2,"Pre"
"506","Poc","LTER2","Lagoon","LTER2_BR_T03",2014,0,0,0,"Pre"
"507","Poc","LTER2","Lagoon","LTER2_BR_T03",2015,0,1,1,"Pre"
"508","Poc","LTER2","Lagoon","LTER2_BR_T03",2016,0,0,0,"Pre"
"509","Poc","LTER2","Lagoon","LTER2_BR_T03",2017,0,NA,NA,"Pre"
"510","Poc","LTER2","Lagoon","LTER2_BR_T03",2018,0,10,10,"Pre"
"511","Poc","LTER2","Lagoon","LTER2_BR_T03",2019,1,0,0,"Post"
"512","Poc","LTER2","Lagoon","LTER2_BR_T03",2020,1,3,3,"Post"
"513","Poc","LTER2","Lagoon","LTER2_BR_T03",2021,1,0,0,"Post"
"514","Poc","LTER2","Lagoon","LTER2_BR_T03",2022,1,3,3,"Post"
"515","Poc","LTER2","Lagoon","LTER2_BR_T03",2023,1,1,1,"Post"
"516","Poc","LTER2","Lagoon","LTER2_BR_T03",2024,1,0,0,"Post"
"517","Poc","LTER2","Lagoon","LTER2_BR_T04",2013,0,8,8,"Pre"
"518","Poc","LTER2","Lagoon","LTER2_BR_T04",2014,0,4,4,"Pre"
"519","Poc","LTER2","Lagoon","LTER2_BR_T04",2015,0,8,8,"Pre"
"520","Poc","LTER2","Lagoon","LTER2_BR_T04",2016,0,5,5,"Pre"
"521","Poc","LTER2","Lagoon","LTER2_BR_T04",2017,0,NA,NA,"Pre"
"522","Poc","LTER2","Lagoon","LTER2_BR_T04",2018,0,6,6,"Pre"
"523","Poc","LTER2","Lagoon","LTER2_BR_T04",2019,1,2,2,"Post"
"524","Poc","LTER2","Lagoon","LTER2_BR_T04",2020,1,3,3,"Post"
"525","Poc","LTER2","Lagoon","LTER2_BR_T04",2021,1,0,0,"Post"
"526","Poc","LTER2","Lagoon","LTER2_BR_T04",2022,1,0,0,"Post"
"527","Poc","LTER2","Lagoon","LTER2_BR_T04",2023,1,2,2,"Post"
"528","Poc","LTER2","Lagoon","LTER2_BR_T04",2024,1,0,0,"Post"
"529","Poc","LTER2","Forereef","LTER2_OR_T01",2013,0,37,185,"Pre"
"530","Poc","LTER2","Forereef","LTER2_OR_T01",2014,0,5,25,"Pre"
"531","Poc","LTER2","Forereef","LTER2_OR_T01",2015,0,2,10,"Pre"
"532","Poc","LTER2","Forereef","LTER2_OR_T01",2016,0,6,30,"Pre"
"533","Poc","LTER2","Forereef","LTER2_OR_T01",2017,0,NA,NA,"Pre"
"534","Poc","LTER2","Forereef","LTER2_OR_T01",2018,0,1,5,"Pre"
"535","Poc","LTER2","Forereef","LTER2_OR_T01",2019,1,2,10,"Post"
"536","Poc","LTER2","Forereef","LTER2_OR_T01",2020,1,0,0,"Post"
"537","Poc","LTER2","Forereef","LTER2_OR_T01",2021,1,0,0,"Post"
"538","Poc","LTER2","Forereef","LTER2_OR_T01",2022,1,1,5,"Post"
"539","Poc","LTER2","Forereef","LTER2_OR_T01",2023,1,2,10,"Post"
"540","Poc","LTER2","Forereef","LTER2_OR_T01",2024,1,0,0,"Post"
"541","Poc","LTER2","Forereef","LTER2_OR_T02",2013,0,5,25,"Pre"
"542","Poc","LTER2","Forereef","LTER2_OR_T02",2014,0,7,35,"Pre"
"543","Poc","LTER2","Forereef","LTER2_OR_T02",2015,0,3,15,"Pre"
"544","Poc","LTER2","Forereef","LTER2_OR_T02",2016,0,2,10,"Pre"
"545","Poc","LTER2","Forereef","LTER2_OR_T02",2017,0,NA,NA,"Pre"
"546","Poc","LTER2","Forereef","LTER2_OR_T02",2018,0,3,15,"Pre"
"547","Poc","LTER2","Forereef","LTER2_OR_T02",2019,1,4,20,"Post"
"548","Poc","LTER2","Forereef","LTER2_OR_T02",2020,1,2,10,"Post"
"549","Poc","LTER2","Forereef","LTER2_OR_T02",2021,1,0,0,"Post"
"550","Poc","LTER2","Forereef","LTER2_OR_T02",2022,1,0,0,"Post"
"551","Poc","LTER2","Forereef","LTER2_OR_T02",2023,1,0,0,"Post"
"552","Poc","LTER2","Forereef","LTER2_OR_T02",2024,1,0,0,"Post"
"553","Poc","LTER2","Forereef","LTER2_OR_T03",2013,0,36,180,"Pre"
"554","Poc","LTER2","Forereef","LTER2_OR_T03",2014,0,8,40,"Pre"
"555","Poc","LTER2","Forereef","LTER2_OR_T03",2015,0,6,30,"Pre"
"556","Poc","LTER2","Forereef","LTER2_OR_T03",2016,0,0,0,"Pre"
"557","Poc","LTER2","Forereef","LTER2_OR_T03",2017,0,NA,NA,"Pre"
"558","Poc","LTER2","Forereef","LTER2_OR_T03",2018,0,1,5,"Pre"
"559","Poc","LTER2","Forereef","LTER2_OR_T03",2019,1,0,0,"Post"
"560","Poc","LTER2","Forereef","LTER2_OR_T03",2020,1,0,0,"Post"
"561","Poc","LTER2","Forereef","LTER2_OR_T03",2021,1,1,5,"Post"
"562","Poc","LTER2","Forereef","LTER2_OR_T03",2022,1,0,0,"Post"
"563","Poc","LTER2","Forereef","LTER2_OR_T03",2023,1,1,5,"Post"
"564","Poc","LTER2","Forereef","LTER2_OR_T03",2024,1,0,0,"Post"
"565","Poc","LTER2","Forereef","LTER2_OR_T04",2013,0,56,280,"Pre"
"566","Poc","LTER2","Forereef","LTER2_OR_T04",2014,0,24,120,"Pre"
"567","Poc","LTER2","Forereef","LTER2_OR_T04",2015,0,4,20,"Pre"
"568","Poc","LTER2","Forereef","LTER2_OR_T04",2016,0,2,10,"Pre"
"569","Poc","LTER2","Forereef","LTER2_OR_T04",2017,0,NA,NA,"Pre"
"570","Poc","LTER2","Forereef","LTER2_OR_T04",2018,0,2,10,"Pre"
"571","Poc","LTER2","Forereef","LTER2_OR_T04",2019,1,7,35,"Post"
"572","Poc","LTER2","Forereef","LTER2_OR_T04",2020,1,0,0,"Post"
"573","Poc","LTER2","Forereef","LTER2_OR_T04",2021,1,1,5,"Post"
"574","Poc","LTER2","Forereef","LTER2_OR_T04",2022,1,0,0,"Post"
"575","Poc","LTER2","Forereef","LTER2_OR_T04",2023,1,1,5,"Post"
"576","Poc","LTER2","Forereef","LTER2_OR_T04",2024,1,0,0,"Post"
"577","Poc","LTER4","Lagoon","LTER4_BR_T01",2013,0,9,9,"Pre"
"578","Poc","LTER4","Lagoon","LTER4_BR_T01",2014,0,12,12,"Pre"
"579","Poc","LTER4","Lagoon","LTER4_BR_T01",2015,0,10,10,"Pre"
"580","Poc","LTER4","Lagoon","LTER4_BR_T01",2016,0,5,5,"Pre"
"581","Poc","LTER4","Lagoon","LTER4_BR_T01",2017,0,NA,NA,"Pre"
"582","Poc","LTER4","Lagoon","LTER4_BR_T01",2018,0,14,14,"Pre"
"583","Poc","LTER4","Lagoon","LTER4_BR_T01",2019,1,7,7,"Post"
"584","Poc","LTER4","Lagoon","LTER4_BR_T01",2020,1,5,5,"Post"
"585","Poc","LTER4","Lagoon","LTER4_BR_T01",2021,1,2,2,"Post"
"586","Poc","LTER4","Lagoon","LTER4_BR_T01",2022,1,2,2,"Post"
"587","Poc","LTER4","Lagoon","LTER4_BR_T01",2023,1,3,3,"Post"
"588","Poc","LTER4","Lagoon","LTER4_BR_T01",2024,1,0,0,"Post"
"589","Poc","LTER4","Lagoon","LTER4_BR_T02",2013,0,3,3,"Pre"
"590","Poc","LTER4","Lagoon","LTER4_BR_T02",2014,0,5,5,"Pre"
"591","Poc","LTER4","Lagoon","LTER4_BR_T02",2015,0,5,5,"Pre"
"592","Poc","LTER4","Lagoon","LTER4_BR_T02",2016,0,2,2,"Pre"
"593","Poc","LTER4","Lagoon","LTER4_BR_T02",2017,0,NA,NA,"Pre"
"594","Poc","LTER4","Lagoon","LTER4_BR_T02",2018,0,6,6,"Pre"
"595","Poc","LTER4","Lagoon","LTER4_BR_T02",2019,1,3,3,"Post"
"596","Poc","LTER4","Lagoon","LTER4_BR_T02",2020,1,0,0,"Post"
"597","Poc","LTER4","Lagoon","LTER4_BR_T02",2021,1,1,1,"Post"
"598","Poc","LTER4","Lagoon","LTER4_BR_T02",2022,1,0,0,"Post"
"599","Poc","LTER4","Lagoon","LTER4_BR_T02",2023,1,3,3,"Post"
"600","Poc","LTER4","Lagoon","LTER4_BR_T02",2024,1,1,1,"Post"
"601","Poc","LTER4","Lagoon","LTER4_BR_T03",2013,0,5,5,"Pre"
"602","Poc","LTER4","Lagoon","LTER4_BR_T03",2014,0,2,2,"Pre"
"603","Poc","LTER4","Lagoon","LTER4_BR_T03",2015,0,5,5,"Pre"
"604","Poc","LTER4","Lagoon","LTER4_BR_T03",2016,0,1,1,"Pre"
"605","Poc","LTER4","Lagoon","LTER4_BR_T03",2017,0,NA,NA,"Pre"
"606","Poc","LTER4","Lagoon","LTER4_BR_T03",2018,0,17,17,"Pre"
"607","Poc","LTER4","Lagoon","LTER4_BR_T03",2019,1,6,6,"Post"
"608","Poc","LTER4","Lagoon","LTER4_BR_T03",2020,1,3,3,"Post"
"609","Poc","LTER4","Lagoon","LTER4_BR_T03",2021,1,2,2,"Post"
"610","Poc","LTER4","Lagoon","LTER4_BR_T03",2022,1,5,5,"Post"
"611","Poc","LTER4","Lagoon","LTER4_BR_T03",2023,1,2,2,"Post"
"612","Poc","LTER4","Lagoon","LTER4_BR_T03",2024,1,3,3,"Post"
"613","Poc","LTER4","Lagoon","LTER4_BR_T04",2013,0,1,1,"Pre"
"614","Poc","LTER4","Lagoon","LTER4_BR_T04",2014,0,1,1,"Pre"
"615","Poc","LTER4","Lagoon","LTER4_BR_T04",2015,0,0,0,"Pre"
"616","Poc","LTER4","Lagoon","LTER4_BR_T04",2016,0,0,0,"Pre"
"617","Poc","LTER4","Lagoon","LTER4_BR_T04",2017,0,NA,NA,"Pre"
"618","Poc","LTER4","Lagoon","LTER4_BR_T04",2018,0,9,9,"Pre"
"619","Poc","LTER4","Lagoon","LTER4_BR_T04",2019,1,6,6,"Post"
"620","Poc","LTER4","Lagoon","LTER4_BR_T04",2020,1,1,1,"Post"
"621","Poc","LTER4","Lagoon","LTER4_BR_T04",2021,1,1,1,"Post"
"622","Poc","LTER4","Lagoon","LTER4_BR_T04",2022,1,4,4,"Post"
"623","Poc","LTER4","Lagoon","LTER4_BR_T04",2023,1,4,4,"Post"
"624","Poc","LTER4","Lagoon","LTER4_BR_T04",2024,1,4,4,"Post"
"625","Poc","LTER4","Forereef","LTER4_OR_T01",2013,0,5,25,"Pre"
"626","Poc","LTER4","Forereef","LTER4_OR_T01",2014,0,5,25,"Pre"
"627","Poc","LTER4","Forereef","LTER4_OR_T01",2015,0,2,10,"Pre"
"628","Poc","LTER4","Forereef","LTER4_OR_T01",2016,0,5,25,"Pre"
"629","Poc","LTER4","Forereef","LTER4_OR_T01",2017,0,NA,NA,"Pre"
"630","Poc","LTER4","Forereef","LTER4_OR_T01",2018,0,3,15,"Pre"
"631","Poc","LTER4","Forereef","LTER4_OR_T01",2019,1,0,0,"Post"
"632","Poc","LTER4","Forereef","LTER4_OR_T01",2020,1,2,10,"Post"
"633","Poc","LTER4","Forereef","LTER4_OR_T01",2021,1,1,5,"Post"
"634","Poc","LTER4","Forereef","LTER4_OR_T01",2022,1,1,5,"Post"
"635","Poc","LTER4","Forereef","LTER4_OR_T01",2023,1,0,0,"Post"
"636","Poc","LTER4","Forereef","LTER4_OR_T01",2024,1,2,10,"Post"
"637","Poc","LTER4","Forereef","LTER4_OR_T02",2013,0,33,165,"Pre"
"638","Poc","LTER4","Forereef","LTER4_OR_T02",2014,0,8,40,"Pre"
"639","Poc","LTER4","Forereef","LTER4_OR_T02",2015,0,7,35,"Pre"
"640","Poc","LTER4","Forereef","LTER4_OR_T02",2016,0,4,20,"Pre"
"641","Poc","LTER4","Forereef","LTER4_OR_T02",2017,0,NA,NA,"Pre"
"642","Poc","LTER4","Forereef","LTER4_OR_T02",2018,0,8,40,"Pre"
"643","Poc","LTER4","Forereef","LTER4_OR_T02",2019,1,0,0,"Post"
"644","Poc","LTER4","Forereef","LTER4_OR_T02",2020,1,1,5,"Post"
"645","Poc","LTER4","Forereef","LTER4_OR_T02",2021,1,2,10,"Post"
"646","Poc","LTER4","Forereef","LTER4_OR_T02",2022,1,0,0,"Post"
"647","Poc","LTER4","Forereef","LTER4_OR_T02",2023,1,0,0,"Post"
"648","Poc","LTER4","Forereef","LTER4_OR_T02",2024,1,0,0,"Post"
"649","Poc","LTER4","Forereef","LTER4_OR_T03",2013,0,11,55,"Pre"
"650","Poc","LTER4","Forereef","LTER4_OR_T03",2014,0,4,20,"Pre"
"651","Poc","LTER4","Forereef","LTER4_OR_T03",2015,0,7,35,"Pre"
"652","Poc","LTER4","Forereef","LTER4_OR_T03",2016,0,2,10,"Pre"
"653","Poc","LTER4","Forereef","LTER4_OR_T03",2017,0,NA,NA,"Pre"
"654","Poc","LTER4","Forereef","LTER4_OR_T03",2018,0,2,10,"Pre"
"655","Poc","LTER4","Forereef","LTER4_OR_T03",2019,1,0,0,"Post"
"656","Poc","LTER4","Forereef","LTER4_OR_T03",2020,1,2,10,"Post"
"657","Poc","LTER4","Forereef","LTER4_OR_T03",2021,1,1,5,"Post"
"658","Poc","LTER4","Forereef","LTER4_OR_T03",2022,1,0,0,"Post"
"659","Poc","LTER4","Forereef","LTER4_OR_T03",2023,1,0,0,"Post"
"660","Poc","LTER4","Forereef","LTER4_OR_T03",2024,1,2,10,"Post"
"661","Poc","LTER4","Forereef","LTER4_OR_T04",2013,0,20,100,"Pre"
"662","Poc","LTER4","Forereef","LTER4_OR_T04",2014,0,5,25,"Pre"
"663","Poc","LTER4","Forereef","LTER4_OR_T04",2015,0,6,30,"Pre"
"664","Poc","LTER4","Forereef","LTER4_OR_T04",2016,0,4,20,"Pre"
"665","Poc","LTER4","Forereef","LTER4_OR_T04",2017,0,NA,NA,"Pre"
"666","Poc","LTER4","Forereef","LTER4_OR_T04",2018,0,4,20,"Pre"
"667","Poc","LTER4","Forereef","LTER4_OR_T04",2019,1,0,0,"Post"
"668","Poc","LTER4","Forereef","LTER4_OR_T04",2020,1,4,20,"Post"
"669","Poc","LTER4","Forereef","LTER4_OR_T04",2021,1,0,0,"Post"
"670","Poc","LTER4","Forereef","LTER4_OR_T04",2022,1,0,0,"Post"
"671","Poc","LTER4","Forereef","LTER4_OR_T04",2023,1,0,0,"Post"
"672","Poc","LTER4","Forereef","LTER4_OR_T04",2024,1,0,0,"Post"
"673","Poc","LTER5","Lagoon","LTER5_BR_T01",2013,0,1,1,"Pre"
"674","Poc","LTER5","Lagoon","LTER5_BR_T01",2014,0,0,0,"Pre"
"675","Poc","LTER5","Lagoon","LTER5_BR_T01",2015,0,4,4,"Pre"
"676","Poc","LTER5","Lagoon","LTER5_BR_T01",2016,0,0,0,"Pre"
"677","Poc","LTER5","Lagoon","LTER5_BR_T01",2017,0,NA,NA,"Pre"
"678","Poc","LTER5","Lagoon","LTER5_BR_T01",2018,0,2,2,"Pre"
"679","Poc","LTER5","Lagoon","LTER5_BR_T01",2019,1,1,1,"Post"
"680","Poc","LTER5","Lagoon","LTER5_BR_T01",2020,1,0,0,"Post"
"681","Poc","LTER5","Lagoon","LTER5_BR_T01",2021,1,0,0,"Post"
"682","Poc","LTER5","Lagoon","LTER5_BR_T01",2022,1,0,0,"Post"
"683","Poc","LTER5","Lagoon","LTER5_BR_T01",2023,1,0,0,"Post"
"684","Poc","LTER5","Lagoon","LTER5_BR_T01",2024,1,1,1,"Post"
"685","Poc","LTER5","Lagoon","LTER5_BR_T02",2013,0,1,1,"Pre"
"686","Poc","LTER5","Lagoon","LTER5_BR_T02",2014,0,1,1,"Pre"
"687","Poc","LTER5","Lagoon","LTER5_BR_T02",2015,0,1,1,"Pre"
"688","Poc","LTER5","Lagoon","LTER5_BR_T02",2016,0,3,3,"Pre"
"689","Poc","LTER5","Lagoon","LTER5_BR_T02",2017,0,NA,NA,"Pre"
"690","Poc","LTER5","Lagoon","LTER5_BR_T02",2018,0,1,1,"Pre"
"691","Poc","LTER5","Lagoon","LTER5_BR_T02",2019,1,0,0,"Post"
"692","Poc","LTER5","Lagoon","LTER5_BR_T02",2020,1,4,4,"Post"
"693","Poc","LTER5","Lagoon","LTER5_BR_T02",2021,1,0,0,"Post"
"694","Poc","LTER5","Lagoon","LTER5_BR_T02",2022,1,0,0,"Post"
"695","Poc","LTER5","Lagoon","LTER5_BR_T02",2023,1,1,1,"Post"
"696","Poc","LTER5","Lagoon","LTER5_BR_T02",2024,1,0,0,"Post"
"697","Poc","LTER5","Lagoon","LTER5_BR_T03",2013,0,0,0,"Pre"
"698","Poc","LTER5","Lagoon","LTER5_BR_T03",2014,0,0,0,"Pre"
"699","Poc","LTER5","Lagoon","LTER5_BR_T03",2015,0,0,0,"Pre"
"700","Poc","LTER5","Lagoon","LTER5_BR_T03",2016,0,5,5,"Pre"
"701","Poc","LTER5","Lagoon","LTER5_BR_T03",2017,0,NA,NA,"Pre"
"702","Poc","LTER5","Lagoon","LTER5_BR_T03",2018,0,5,5,"Pre"
"703","Poc","LTER5","Lagoon","LTER5_BR_T03",2019,1,2,2,"Post"
"704","Poc","LTER5","Lagoon","LTER5_BR_T03",2020,1,1,1,"Post"
"705","Poc","LTER5","Lagoon","LTER5_BR_T03",2021,1,0,0,"Post"
"706","Poc","LTER5","Lagoon","LTER5_BR_T03",2022,1,0,0,"Post"
"707","Poc","LTER5","Lagoon","LTER5_BR_T03",2023,1,3,3,"Post"
"708","Poc","LTER5","Lagoon","LTER5_BR_T03",2024,1,0,0,"Post"
"709","Poc","LTER5","Lagoon","LTER5_BR_T04",2013,0,4,4,"Pre"
"710","Poc","LTER5","Lagoon","LTER5_BR_T04",2014,0,2,2,"Pre"
"711","Poc","LTER5","Lagoon","LTER5_BR_T04",2015,0,5,5,"Pre"
"712","Poc","LTER5","Lagoon","LTER5_BR_T04",2016,0,1,1,"Pre"
"713","Poc","LTER5","Lagoon","LTER5_BR_T04",2017,0,NA,NA,"Pre"
"714","Poc","LTER5","Lagoon","LTER5_BR_T04",2018,0,5,5,"Pre"
"715","Poc","LTER5","Lagoon","LTER5_BR_T04",2019,1,1,1,"Post"
"716","Poc","LTER5","Lagoon","LTER5_BR_T04",2020,1,2,2,"Post"
"717","Poc","LTER5","Lagoon","LTER5_BR_T04",2021,1,1,1,"Post"
"718","Poc","LTER5","Lagoon","LTER5_BR_T04",2022,1,1,1,"Post"
"719","Poc","LTER5","Lagoon","LTER5_BR_T04",2023,1,1,1,"Post"
"720","Poc","LTER5","Lagoon","LTER5_BR_T04",2024,1,0,0,"Post"
"721","Poc","LTER5","Forereef","LTER5_OR_T01",2013,0,7,35,"Pre"
"722","Poc","LTER5","Forereef","LTER5_OR_T01",2014,0,10,50,"Pre"
"723","Poc","LTER5","Forereef","LTER5_OR_T01",2015,0,6,30,"Pre"
"724","Poc","LTER5","Forereef","LTER5_OR_T01",2016,0,5,25,"Pre"
"725","Poc","LTER5","Forereef","LTER5_OR_T01",2017,0,NA,NA,"Pre"
"726","Poc","LTER5","Forereef","LTER5_OR_T01",2018,0,3,15,"Pre"
"727","Poc","LTER5","Forereef","LTER5_OR_T01",2019,1,0,0,"Post"
"728","Poc","LTER5","Forereef","LTER5_OR_T01",2020,1,1,5,"Post"
"729","Poc","LTER5","Forereef","LTER5_OR_T01",2021,1,0,0,"Post"
"730","Poc","LTER5","Forereef","LTER5_OR_T01",2022,1,0,0,"Post"
"731","Poc","LTER5","Forereef","LTER5_OR_T01",2023,1,1,5,"Post"
"732","Poc","LTER5","Forereef","LTER5_OR_T01",2024,1,7,35,"Post"
"733","Poc","LTER5","Forereef","LTER5_OR_T02",2013,0,7,35,"Pre"
"734","Poc","LTER5","Forereef","LTER5_OR_T02",2014,0,5,25,"Pre"
"735","Poc","LTER5","Forereef","LTER5_OR_T02",2015,0,7,35,"Pre"
"736","Poc","LTER5","Forereef","LTER5_OR_T02",2016,0,11,55,"Pre"
"737","Poc","LTER5","Forereef","LTER5_OR_T02",2017,0,NA,NA,"Pre"
"738","Poc","LTER5","Forereef","LTER5_OR_T02",2018,0,3,15,"Pre"
"739","Poc","LTER5","Forereef","LTER5_OR_T02",2019,1,0,0,"Post"
"740","Poc","LTER5","Forereef","LTER5_OR_T02",2020,1,1,5,"Post"
"741","Poc","LTER5","Forereef","LTER5_OR_T02",2021,1,0,0,"Post"
"742","Poc","LTER5","Forereef","LTER5_OR_T02",2022,1,0,0,"Post"
"743","Poc","LTER5","Forereef","LTER5_OR_T02",2023,1,2,10,"Post"
"744","Poc","LTER5","Forereef","LTER5_OR_T02",2024,1,4,20,"Post"
"745","Poc","LTER5","Forereef","LTER5_OR_T03",2013,0,38,190,"Pre"
"746","Poc","LTER5","Forereef","LTER5_OR_T03",2014,0,13,65,"Pre"
"747","Poc","LTER5","Forereef","LTER5_OR_T03",2015,0,11,55,"Pre"
"748","Poc","LTER5","Forereef","LTER5_OR_T03",2016,0,17,85,"Pre"
"749","Poc","LTER5","Forereef","LTER5_OR_T03",2017,0,NA,NA,"Pre"
"750","Poc","LTER5","Forereef","LTER5_OR_T03",2018,0,4,20,"Pre"
"751","Poc","LTER5","Forereef","LTER5_OR_T03",2019,1,0,0,"Post"
"752","Poc","LTER5","Forereef","LTER5_OR_T03",2020,1,0,0,"Post"
"753","Poc","LTER5","Forereef","LTER5_OR_T03",2021,1,0,0,"Post"
"754","Poc","LTER5","Forereef","LTER5_OR_T03",2022,1,2,10,"Post"
"755","Poc","LTER5","Forereef","LTER5_OR_T03",2023,1,13,65,"Post"
"756","Poc","LTER5","Forereef","LTER5_OR_T03",2024,1,11,55,"Post"
"757","Poc","LTER5","Forereef","LTER5_OR_T04",2013,0,0,0,"Pre"
"758","Poc","LTER5","Forereef","LTER5_OR_T04",2014,0,0,0,"Pre"
"759","Poc","LTER5","Forereef","LTER5_OR_T04",2015,0,0,0,"Pre"
"760","Poc","LTER5","Forereef","LTER5_OR_T04",2016,0,0,0,"Pre"
"761","Poc","LTER5","Forereef","LTER5_OR_T04",2017,0,NA,NA,"Pre"
"762","Poc","LTER5","Forereef","LTER5_OR_T04",2018,0,0,0,"Pre"
